	Cycle_ID	Cap_Chg	Cap_DChg	Specific_Capacity-Chg	Specific_Capacity-DChg	Chg/DChg_Efficiency	Engy_Chg	Engy_DChg	REngy_Chg	REngy_Dchg	CC_Chg_Ratio	CC_Chg_Cap	Plat_Cap	Plat_Capacity_Density	Plat_Efficiency	Plat_Time	Capacitance_Chg	Capacitance_DChg	IR	Mid_value_Voltage	Discharge_Fading_Ratio	Charge_Time	Discharge_Time	Charge_IR	Discharge_IR	End_Temperature	Net_Cap_DChg	Net_Engy_DChg
810	70.48	70.44	70480.77	70435.83	99.936	250.28	247.45	250282.23	247448.33	90.89	64.06	17.46	17460.68	24.79	0:29:57.000	400016.96	392643.22	0.000	3545.6	359.30	2:09:11.000	2:00:49.000	257.290	147.759	0.0	-0.04	-2.83	
811	70.48	70.47	70476.71	70465.13	99.984	250.28	247.55	250275.98	247552.88	90.90	64.06	17.46	17460.83	24.78	0:29:57.000	400562.30	392989.12	0.000	3545.6	359.45	2:09:16.000	2:00:52.000	257.290	140.105	0.0	-0.01	-2.72	
812	70.50	70.48	70502.25	70482.73	99.972	250.37	247.61	250365.56	247609.29	90.90	64.09	17.49	17488.35	24.81	0:30:00.000	400897.33	392904.65	0.000	3545.3	359.54	2:09:28.000	2:00:55.000	257.290	147.574	0.0	-0.02	-2.76	
813	70.49	70.43	70487.31	70425.76	99.913	250.30	247.40	250304.30	247395.83	90.92	64.08	17.47	17465.57	24.80	0:29:58.000	400812.37	392769.56	0.000	3545.3	359.25	2:09:29.000	2:00:50.000	265.942	147.611	0.0	-0.06	-2.91	
814	70.44	70.40	70437.23	70396.61	99.942	250.13	247.29	250125.59	247292.07	90.94	64.05	17.45	17446.14	24.78	0:29:56.000	400780.81	392789.52	0.000	3545.3	359.10	2:09:12.000	2:00:47.000	261.653	137.638	0.0	-0.04	-2.83	
815	70.47	70.44	70469.03	70438.39	99.957	250.24	247.45	250238.35	247446.49	90.93	64.07	17.48	17475.70	24.81	0:29:59.000	401151.94	392657.48	0.000	3545.3	359.31	2:09:19.000	2:00:51.000	261.653	137.707	0.0	-0.03	-2.79	
816	70.41	70.44	70414.03	70436.54	100.032	250.04	247.45	250042.38	247448.26	90.92	64.02	17.46	17458.28	24.79	0:29:57.000	400206.03	392647.20	0.000	3545.6	359.30	2:09:08.000	2:00:50.000	261.653	140.140	0.0	0.02	-2.59	
817	70.47	70.41	70469.97	70411.91	99.918	250.24	247.36	250241.67	247363.09	90.94	64.08	17.49	17486.86	24.84	0:30:00.000	400713.77	392509.89	0.000	3545.3	359.18	2:09:13.000	2:00:48.000	261.615	140.175	0.0	-0.06	-2.88	
818	70.45	70.43	70445.54	70425.68	99.972	250.15	247.39	250150.76	247388.59	90.95	64.07	17.47	17465.57	24.80	0:29:58.000	400638.12	392222.25	0.000	3545.3	359.25	2:09:19.000	2:00:50.000	257.363	138.052	0.0	-0.02	-2.76	
819	70.39	70.45	70390.66	70454.71	100.091	249.94	247.49	249942.58	247489.44	90.96	64.02	17.48	17475.28	24.80	0:29:59.000	399757.64	392748.45	0.000	3545.0	359.39	2:09:07.000	2:00:53.000	257.363	145.327	0.0	0.06	-2.45	
820	70.45	70.45	70449.57	70446.14	99.995	250.16	247.47	250158.11	247467.09	90.92	64.05	17.47	17465.57	24.79	0:29:58.000	400471.28	392700.68	0.000	3545.3	359.35	2:09:29.000	2:00:52.000	261.653	137.638	0.0	-0.00	-2.69	
821	70.49	70.48	70489.72	70483.09	99.991	250.32	247.62	250317.24	247616.26	90.91	64.08	17.48	17479.47	24.80	0:29:59.000	400067.78	393089.26	0.000	3545.6	359.54	2:09:32.000	2:00:54.000	248.785	140.105	0.0	-0.01	-2.70	
822	70.51	70.51	70508.00	70513.84	100.008	250.39	247.73	250392.69	247734.29	90.90	64.09	17.48	17480.27	24.79	0:29:59.000	400550.40	393260.76	0.000	3545.6	359.70	2:09:42.000	2:00:57.000	253.038	147.722	0.0	0.01	-2.66	
823	70.49	70.47	70490.51	70474.98	99.978	250.33	247.59	250328.77	247590.44	90.95	64.11	17.46	17460.85	24.78	0:29:57.000	400830.58	392679.04	0.000	3545.6	359.50	2:09:26.000	2:00:53.000	257.290	140.175	0.0	-0.02	-2.74	
824	70.48	70.46	70483.18	70460.74	99.968	250.30	247.53	250296.73	247529.80	90.93	64.09	17.46	17460.31	24.78	0:29:57.000	400599.07	392782.08	0.000	3545.3	359.42	2:09:24.000	2:00:52.000	261.578	140.210	0.0	-0.02	-2.77	
825	70.44	70.42	70441.49	70422.77	99.973	250.14	247.39	250141.44	247389.43	90.97	64.08	17.48	17475.77	24.82	0:29:59.000	400046.35	392570.41	0.000	3545.3	359.23	2:09:11.000	2:00:49.000	244.460	137.707	0.0	-0.02	-2.75	
826	70.46	70.43	70457.86	70426.39	99.955	250.20	247.42	250204.66	247418.01	90.93	64.07	17.47	17470.56	24.81	0:29:58.000	400076.15	392044.22	0.000	3545.6	359.25	2:09:16.000	2:00:48.000	253.038	140.316	0.0	-0.03	-2.79	
827	70.47	70.46	70465.68	70455.55	99.986	250.25	247.52	250247.19	247519.05	90.95	64.09	17.48	17480.28	24.81	0:29:59.000	399742.25	392388.58	0.000	3545.6	359.40	2:09:19.000	2:00:51.000	257.290	147.648	0.0	-0.01	-2.73	
828	70.43	70.44	70425.63	70436.12	100.015	250.10	247.46	250104.68	247455.87	90.98	64.07	17.46	17460.85	24.79	0:29:57.000	399893.19	392462.50	0.000	3545.6	359.30	2:09:27.000	2:00:49.000	261.578	147.574	0.0	0.01	-2.65	
829	70.40	70.43	70404.81	70426.39	100.031	250.04	247.42	250036.12	247415.69	90.99	64.06	17.48	17480.28	24.82	0:29:59.000	399396.94	392590.59	0.000	3545.3	359.25	2:09:08.000	2:00:48.000	248.714	147.611	0.0	0.02	-2.62	
830	70.42	70.44	70424.57	70435.29	100.015	250.11	247.44	250105.09	247441.15	90.98	64.07	17.48	17480.20	24.82	0:29:59.000	400265.95	392822.71	0.000	3545.3	359.29	2:09:26.000	2:00:49.000	261.578	147.611	0.0	0.01	-2.66	
831	70.37	70.39	70373.85	70389.64	100.022	249.92	247.28	249918.01	247275.70	91.01	64.05	17.46	17458.71	24.80	0:29:57.000	399788.34	392568.09	0.000	3545.3	359.06	2:09:12.000	2:00:45.000	248.749	147.648	0.0	0.02	-2.64	
832	70.42	70.43	70416.41	70425.99	100.014	250.07	247.41	250073.66	247412.94	91.00	64.08	17.47	17470.57	24.81	0:29:58.000	399651.73	392223.95	0.000	3545.3	359.25	2:09:07.000	2:00:48.000	248.714	147.833	0.0	0.01	-2.66	
833	70.36	70.41	70363.68	70406.97	100.062	249.88	247.35	249880.76	247350.66	91.04	64.06	17.48	17480.28	24.83	0:29:59.000	400678.99	392482.32	0.000	3545.3	359.15	2:08:55.000	2:00:46.000	287.307	147.944	0.0	0.04	-2.53	
834	70.39	70.40	70388.04	70397.25	100.013	249.97	247.31	249974.76	247314.21	91.03	64.07	17.47	17470.57	24.82	0:29:58.000	399679.75	391700.31	0.000	3545.6	359.10	2:09:07.000	2:00:45.000	253.002	147.611	0.0	0.01	-2.66	
835	70.39	70.41	70390.69	70406.83	100.023	249.97	247.34	249973.91	247342.37	91.02	64.07	17.48	17480.27	24.83	0:29:59.000	399505.74	392663.95	0.000	3545.3	359.15	2:08:49.000	2:00:46.000	261.578	140.175	0.0	0.02	-2.63	
836	70.42	70.39	70418.14	70392.48	99.964	250.08	247.29	250075.20	247292.45	91.00	64.08	17.48	17479.59	24.83	0:29:59.000	400608.88	392401.56	0.000	3545.3	359.08	2:09:18.000	2:00:45.000	261.578	140.281	0.0	-0.03	-2.78	
837	70.41	70.40	70414.77	70402.36	99.982	250.06	247.32	250057.64	247321.72	91.03	64.10	17.48	17478.25	24.83	0:29:59.000	400653.04	392821.61	0.000	3545.3	359.13	2:09:14.000	2:00:46.000	261.615	137.776	0.0	-0.01	-2.74	
838	70.40	70.38	70404.06	70377.82	99.963	250.03	247.25	250032.29	247245.11	91.01	64.07	17.45	17451.13	24.80	0:29:56.000	399959.93	392319.82	0.000	3545.3	359.00	2:09:15.000	2:00:43.000	253.038	147.759	0.0	-0.03	-2.79	
839	70.42	70.41	70416.86	70406.97	99.986	250.08	247.36	250083.69	247355.82	91.00	64.08	17.48	17480.28	24.83	0:29:59.000	400411.78	392482.32	0.000	3545.3	359.15	2:09:24.000	2:00:46.000	261.578	140.456	0.0	-0.01	-2.73	
840	70.40	70.34	70397.52	70338.95	99.917	250.01	247.11	250011.67	247108.72	91.06	64.10	17.46	17460.85	24.82	0:29:57.000	399733.55	392103.16	0.000	3545.3	358.80	2:09:02.000	2:00:39.000	253.002	147.981	0.0	-0.06	-2.90	
841	70.38	70.41	70383.81	70414.23	100.043	249.95	247.37	249953.81	247365.02	91.02	64.06	17.47	17470.40	24.81	0:29:58.000	400413.61	392158.45	0.000	3545.3	359.19	2:09:14.000	2:00:47.000	265.866	140.105	0.0	0.03	-2.59	
842	70.42	70.34	70419.24	70344.95	99.895	250.07	247.12	250069.79	247119.48	91.02	64.09	17.47	17467.71	24.83	0:29:58.000	399856.86	392318.87	0.000	3545.3	358.83	2:09:14.000	2:00:41.000	257.290	147.722	0.0	-0.07	-2.95	
843	70.43	70.43	70434.01	70425.78	99.988	250.13	247.41	250127.60	247414.98	90.98	64.08	17.47	17470.14	24.81	0:29:58.000	400509.27	392040.81	0.000	3545.3	359.25	2:09:34.000	2:00:48.000	261.615	140.527	0.0	-0.01	-2.71	
844	70.40	70.37	70401.62	70368.08	99.952	250.01	247.21	250012.59	247211.73	91.01	64.07	17.46	17460.84	24.81	0:29:57.000	399315.94	392265.56	0.000	3545.3	358.95	2:09:13.000	2:00:42.000	251.572	140.140	0.0	-0.03	-2.80	
845	70.41	70.42	70413.14	70416.66	100.005	250.06	247.38	250061.40	247384.58	90.99	64.07	17.48	17480.27	24.82	0:29:59.000	400011.50	392718.79	0.000	3545.3	359.20	2:09:22.000	2:00:47.000	253.002	140.175	0.0	0.00	-2.68	
846	70.41	70.39	70411.82	70387.52	99.965	250.06	247.29	250056.64	247286.20	91.02	64.09	17.48	17480.27	24.83	0:29:59.000	400193.50	391827.85	0.000	3545.3	359.05	2:09:14.000	2:00:44.000	253.002	140.456	0.0	-0.02	-2.77	
847	70.40	70.37	70395.54	70372.92	99.968	249.99	247.22	249985.39	247222.11	91.02	64.07	17.47	17470.06	24.82	0:29:58.000	399281.49	392474.87	0.000	3545.3	358.98	2:09:06.000	2:00:43.000	251.572	140.210	0.0	-0.02	-2.76	
848	70.35	70.41	70349.19	70405.45	100.080	249.83	247.33	249825.47	247332.12	91.01	64.03	17.48	17477.77	24.82	0:29:59.000	400026.96	392473.86	0.000	3545.3	359.14	2:09:16.000	2:00:47.000	257.363	147.907	0.0	0.06	-2.49	
849	70.40	70.39	70398.52	70387.52	99.984	250.01	247.28	250012.58	247279.18	91.02	64.08	17.47	17470.56	24.82	0:29:58.000	399928.48	392373.92	0.000	3545.3	359.05	2:09:12.000	2:00:44.000	261.578	147.574	0.0	-0.01	-2.73	
850	70.40	70.42	70399.84	70416.63	100.024	250.01	247.38	250010.25	247376.48	91.04	64.09	17.48	17480.25	24.82	0:29:59.000	400125.39	391989.92	0.000	3545.3	359.20	2:09:05.000	2:00:47.000	257.290	140.105	0.0	0.02	-2.63	
851	70.41	70.32	70410.24	70319.51	99.871	250.04	247.03	250042.18	247031.15	91.03	64.09	17.46	17460.84	24.83	0:29:57.000	399616.68	391630.91	0.000	3545.3	358.70	2:09:13.000	2:00:37.000	257.290	140.456	0.0	-0.09	-3.01	
852	70.10	71.37	70102.57	71369.47	101.807	248.47	250.92	248473.21	250919.06	100.00	70.10	20.78	20776.42	29.11	4:09:49.000	394019.13	396741.99	0.000	3546.6	364.06	14:02:55.000	14:18:09.000	262.697	250.501	0.0	1.27	2.45	
853	71.48	70.38	71480.51	70376.86	98.456	253.60	247.23	253600.57	247228.80	89.59	64.04	17.47	17470.48	24.82	0:29:58.000	402329.33	392496.81	0.000	3545.3	359.00	2:11:14.000	2:00:43.000	287.716	140.245	0.0	-1.10	-6.37	
854	70.48	70.42	70483.21	70415.63	99.904	250.30	247.37	250299.65	247366.97	90.92	64.08	17.46	17460.28	24.80	0:29:57.000	400789.09	392895.64	0.000	3545.3	359.19	2:09:30.000	2:00:47.000	257.327	147.759	0.0	-0.07	-2.93	
855	70.46	70.40	70456.92	70397.24	99.915	250.22	247.32	250217.96	247316.65	90.96	64.09	17.47	17470.56	24.82	0:29:58.000	400449.81	392610.50	0.000	3545.3	359.10	2:09:23.000	2:00:45.000	253.002	140.210	0.0	-0.06	-2.90	
856	70.40	70.40	70400.66	70397.25	99.995	250.02	247.31	250018.94	247312.06	91.00	64.06	17.45	17451.13	24.79	0:29:56.000	400319.67	392245.94	0.000	3545.3	359.10	2:09:19.000	2:00:45.000	261.578	147.611	0.0	-0.00	-2.71	
857	70.46	70.42	70458.56	70416.67	99.941	250.22	247.38	250221.13	247380.94	90.99	64.11	17.49	17489.99	24.84	0:30:00.000	400269.56	392536.42	0.000	3545.3	359.20	2:09:29.000	2:00:47.000	257.290	140.105	0.0	-0.04	-2.84	
858	70.36	70.35	70361.93	70345.99	99.977	249.87	247.11	249873.21	247112.24	91.07	64.08	17.47	17470.10	24.83	0:29:58.000	400099.43	391596.66	0.000	3545.0	358.84	2:08:58.000	2:00:40.000	261.578	147.611	0.0	-0.02	-2.76	
859	70.42	70.39	70415.46	70391.62	99.966	250.06	247.28	250061.44	247278.66	91.01	64.08	17.47	17467.04	24.81	0:29:58.000	399646.30	392396.78	0.000	3545.3	359.07	2:09:30.000	2:00:46.000	255.897	137.638	0.0	-0.02	-2.78	
860	70.39	70.36	70391.34	70360.27	99.956	249.97	247.17	249971.67	247170.67	91.03	64.08	17.47	17466.20	24.82	0:29:58.000	400140.28	392039.89	0.000	3545.3	358.91	2:09:23.000	2:00:42.000	257.363	137.603	0.0	-0.03	-2.80	
861	70.39	70.39	70393.67	70387.53	99.991	249.99	247.28	249987.98	247284.55	91.03	64.08	17.47	17470.57	24.82	0:29:58.000	399711.70	391827.91	0.000	3545.3	359.05	2:09:19.000	2:00:44.000	257.290	140.070	0.0	-0.01	-2.70	
862	70.42	70.38	70418.49	70377.82	99.942	250.07	247.26	250065.42	247255.09	91.00	64.08	17.47	17470.57	24.82	0:29:58.000	399663.50	392502.15	0.000	3545.3	359.00	2:09:14.000	2:00:43.000	261.578	147.685	0.0	-0.04	-2.81	
863	70.37	70.35	70366.17	70348.67	99.975	249.88	247.15	249881.29	247146.65	91.07	64.08	17.47	17470.57	24.83	0:29:58.000	399366.56	392339.58	0.000	3545.3	358.85	2:08:56.000	2:00:40.000	244.425	147.574	0.0	-0.02	-2.73	
864	70.39	70.40	70391.77	70401.95	100.014	249.97	247.32	249969.44	247323.84	91.02	64.07	17.48	17479.29	24.83	0:29:59.000	400079.55	392272.14	0.000	3545.3	359.12	2:09:15.000	2:00:46.000	253.002	140.070	0.0	0.01	-2.65	
865	70.33	70.34	70333.11	70336.55	100.005	249.76	247.09	249755.42	247094.48	91.05	64.04	17.45	17448.30	24.81	0:29:56.000	398990.20	392272.02	0.000	3545.0	358.79	2:08:56.000	2:00:40.000	238.708	137.603	0.0	0.00	-2.66	
866	70.40	70.39	70404.61	70392.62	99.983	250.01	247.29	250013.79	247289.17	91.02	64.08	17.47	17468.86	24.82	0:29:58.000	400152.48	391674.54	0.000	3545.3	359.08	2:09:27.000	2:00:45.000	257.327	140.210	0.0	-0.01	-2.72	
867	70.34	70.38	70336.34	70377.74	100.059	249.77	247.25	249767.06	247246.17	91.08	64.06	17.48	17480.26	24.84	0:29:59.000	398945.71	392137.24	0.000	3545.3	359.00	2:08:59.000	2:00:43.000	255.860	140.140	0.0	0.04	-2.52	
868	70.42	70.41	70415.53	70414.73	99.999	250.06	247.37	250058.46	247367.26	91.05	64.11	17.48	17480.00	24.82	0:29:59.000	399835.79	391979.31	0.000	3545.3	359.19	2:09:11.000	2:00:47.000	253.038	140.175	0.0	-0.00	-2.69	
869	70.44	70.41	70440.08	70405.28	99.951	250.14	247.33	250135.38	247334.55	91.03	64.12	17.48	17480.13	24.83	0:29:59.000	399345.35	391926.72	0.000	3545.3	359.14	2:09:15.000	2:00:46.000	247.320	140.281	0.0	-0.03	-2.80	
870	70.41	70.38	70413.35	70382.37	99.956	250.04	247.26	250039.04	247260.49	91.01	64.08	17.48	17479.97	24.84	0:29:59.000	399193.81	392527.56	0.000	3545.3	359.02	2:09:24.000	2:00:44.000	247.355	140.456	0.0	-0.03	-2.78	
871	70.33	70.37	70334.51	70366.60	100.046	249.76	247.20	249764.49	247204.16	91.08	64.06	17.48	17479.73	24.84	0:29:59.000	399754.09	392622.09	0.000	3545.3	358.94	2:09:03.000	2:00:42.000	253.038	147.685	0.0	0.03	-2.56	
872	70.44	70.40	70442.51	70397.25	99.936	250.16	247.32	250159.56	247320.93	91.01	64.11	17.44	17441.42	24.78	0:29:55.000	400367.90	392063.89	0.000	3545.3	359.10	2:09:30.000	2:00:45.000	253.002	140.105	0.0	-0.05	-2.84	
873	70.39	70.40	70390.27	70397.25	100.010	249.97	247.32	249969.94	247320.37	91.02	64.07	17.48	17480.28	24.83	0:29:59.000	399314.48	392428.15	0.000	3545.3	359.10	2:09:05.000	2:00:45.000	253.002	147.722	0.0	0.01	-2.65	
874	70.38	70.36	70384.63	70358.38	99.963	249.95	247.18	249951.90	247176.40	91.07	64.10	17.46	17460.85	24.82	0:29:57.000	400038.95	392029.38	0.000	3545.3	358.90	2:09:07.000	2:00:41.000	261.578	147.796	0.0	-0.03	-2.78	
875	70.35	70.37	70347.63	70367.96	100.029	249.82	247.21	249819.86	247211.64	91.05	64.05	17.46	17460.83	24.81	0:29:57.000	399261.33	392264.85	0.000	3545.3	358.95	2:09:00.000	2:00:42.000	248.714	140.140	0.0	0.02	-2.61	
876	70.37	70.36	70366.36	70355.55	99.985	249.88	247.17	249884.09	247169.88	91.05	64.07	17.47	17470.32	24.83	0:29:58.000	399935.13	392377.97	0.000	3545.3	358.89	2:09:16.000	2:00:41.000	257.290	147.833	0.0	-0.01	-2.71	
877	70.40	70.36	70399.42	70355.29	99.937	250.00	247.16	250004.32	247163.88	91.03	64.09	17.45	17450.01	24.80	0:29:56.000	399744.32	392376.55	0.000	3545.3	358.89	2:09:25.000	2:00:41.000	248.714	147.648	0.0	-0.04	-2.84	
878	70.31	70.34	70307.11	70338.95	100.045	249.67	247.11	249672.57	247112.04	91.09	64.04	17.46	17460.85	24.82	0:29:57.000	399220.19	392285.38	0.000	3545.3	358.80	2:08:58.000	2:00:39.000	248.714	140.281	0.0	0.03	-2.56	
879	70.35	70.36	70354.81	70358.38	100.005	249.85	247.19	249847.70	247194.48	91.06	64.06	17.48	17480.28	24.84	0:29:59.000	399491.03	392211.49	0.000	3545.3	358.90	2:09:09.000	2:00:41.000	248.714	147.648	0.0	0.00	-2.65	
880	70.40	70.36	70395.37	70358.38	99.947	250.00	247.19	249996.94	247188.98	94.19	66.30	17.47	17470.57	24.83	0:29:58.000	399343.41	391847.43	0.000	3545.3	358.90	2:09:21.000	2:00:41.000	244.425	147.944	0.0	-0.04	-2.81	
881	70.32	70.32	70321.75	70318.19	99.995	249.73	247.03	249728.48	247034.73	91.10	64.06	17.48	17480.28	24.86	0:29:59.000	399303.33	391441.94	0.000	3545.3	358.70	2:08:57.000	2:00:37.000	257.290	140.245	0.0	-0.00	-2.69	
882	70.35	70.29	70350.09	70293.30	99.919	249.82	246.94	249818.43	246944.50	91.09	64.08	17.48	17479.68	24.87	0:29:59.000	399275.31	392030.80	0.000	3545.3	358.57	2:09:04.000	2:00:35.000	257.290	140.140	0.0	-0.06	-2.87	
883	70.39	70.38	70390.44	70376.85	99.981	249.97	247.25	249966.90	247248.31	91.06	64.10	17.48	17479.65	24.84	0:29:59.000	400451.28	392496.78	0.000	3545.3	359.00	2:09:26.000	2:00:43.000	261.653	140.210	0.0	-0.01	-2.72	
884	70.31	70.29	70306.41	70290.37	99.977	249.67	246.95	249670.55	246953.15	91.12	64.06	17.47	17470.57	24.85	0:29:58.000	399594.36	391832.33	0.000	3545.3	358.56	2:08:48.000	2:00:34.000	253.002	140.210	0.0	-0.02	-2.72	
885	70.30	70.35	70304.26	70348.67	100.063	249.67	247.15	249671.49	247149.50	91.07	64.02	17.47	17470.57	24.83	0:29:58.000	399015.18	391611.57	0.000	3545.3	358.85	2:09:04.000	2:00:40.000	248.714	147.685	0.0	0.04	-2.52	
886	70.33	70.29	70327.52	70290.37	99.947	249.74	246.95	249741.46	246953.39	91.12	64.08	17.47	17470.57	24.85	0:29:58.000	398707.21	391832.33	0.000	3545.3	358.56	2:08:50.000	2:00:34.000	251.572	147.722	0.0	-0.04	-2.79	
887	70.31	70.31	70314.22	70309.80	99.994	249.70	247.01	249704.69	247006.99	91.12	64.07	17.48	17480.28	24.86	0:29:59.000	399449.57	391940.66	0.000	3545.3	358.65	2:08:51.000	2:00:36.000	253.002	140.070	0.0	-0.00	-2.70	
888	70.36	70.29	70359.81	70290.32	99.901	249.86	246.94	249856.53	246941.10	91.10	64.10	17.46	17460.84	24.84	0:29:57.000	398701.90	392014.21	0.000	3545.3	358.56	2:09:06.000	2:00:34.000	230.132	140.210	0.0	-0.07	-2.92	
889	70.32	70.30	70324.47	70300.08	99.965	249.74	246.98	249744.15	246978.45	91.08	64.05	17.46	17460.85	24.84	0:29:57.000	399507.80	391886.50	0.000	3545.3	358.60	2:09:05.000	2:00:35.000	253.002	147.611	0.0	-0.02	-2.77	
890	70.36	70.33	70356.05	70329.23	99.962	249.85	247.09	249848.68	247085.46	91.11	64.10	17.47	17470.57	24.84	0:29:58.000	398868.94	392231.20	0.000	3545.3	358.75	2:09:07.000	2:00:38.000	238.708	147.574	0.0	-0.03	-2.76	
891	70.36	70.36	70355.80	70358.38	100.004	249.85	247.19	249852.47	247189.05	91.12	64.11	17.48	17480.28	24.84	0:29:59.000	399875.09	392393.77	0.000	3545.3	358.90	2:09:01.000	2:00:41.000	253.002	140.210	0.0	0.00	-2.66	
892	70.30	70.33	70301.69	70329.23	100.039	249.66	247.08	249655.76	247081.12	91.10	64.04	17.48	17480.28	24.85	0:29:59.000	399189.42	392048.96	0.000	3545.3	358.75	2:08:54.000	2:00:38.000	244.425	140.175	0.0	0.03	-2.57	
893	70.35	70.28	70348.08	70280.60	99.904	249.81	246.90	249811.95	246901.40	91.09	64.08	17.43	17431.66	24.80	0:29:54.000	399452.82	391777.89	0.000	3545.3	358.51	2:09:11.000	2:00:33.000	248.714	140.105	0.0	-0.07	-2.91	
894	70.36	70.31	70359.52	70309.74	99.929	249.86	247.02	249855.93	247015.18	91.09	64.09	17.48	17480.27	24.86	0:29:59.000	399328.80	392122.49	0.000	3545.3	358.65	2:09:10.000	2:00:36.000	244.425	140.175	0.0	-0.05	-2.84	
895	70.34	70.34	70341.85	70338.95	99.996	249.79	247.12	249794.30	247116.48	91.13	64.10	17.49	17490.00	24.87	0:30:00.000	399606.52	391375.92	0.000	3545.3	358.80	2:09:00.000	2:00:39.000	248.714	140.351	0.0	-0.00	-2.68	
896	70.37	70.34	70374.93	70338.95	99.949	249.91	247.12	249908.15	247115.81	91.10	64.11	17.48	17480.28	24.85	0:29:59.000	398976.00	391921.10	0.000	3545.3	358.80	2:09:02.000	2:00:39.000	251.572	140.175	0.0	-0.04	-2.79	
897	70.33	70.36	70334.14	70358.38	100.034	249.78	247.19	249775.09	247189.45	91.08	64.06	17.48	17480.28	24.84	0:29:59.000	399184.79	392029.38	0.000	3545.3	358.90	2:09:13.000	2:00:41.000	253.002	147.833	0.0	0.02	-2.59	
898	70.31	70.35	70311.70	70348.66	100.053	249.70	247.15	249703.00	247149.54	91.10	64.05	17.48	17480.28	24.85	0:29:59.000	399246.25	392157.29	0.000	3545.3	358.85	2:09:07.000	2:00:40.000	253.002	140.175	0.0	0.04	-2.55	
899	70.34	70.32	70340.73	70319.13	99.969	249.79	247.04	249789.99	247037.21	91.13	64.10	17.47	17470.56	24.84	0:29:58.000	399600.16	391810.63	0.000	3545.3	358.70	2:09:00.000	2:00:37.000	253.002	140.105	0.0	-0.02	-2.75	
900	70.32	70.36	70321.72	70357.57	100.051	249.72	247.18	249720.88	247178.60	91.11	64.07	17.48	17479.73	24.84	0:29:59.000	399114.30	392024.84	0.000	3545.3	358.90	2:09:13.000	2:00:41.000	248.714	140.105	0.0	0.04	-2.54	
901	70.33	70.33	70334.57	70329.23	99.992	249.77	247.09	249773.96	247089.80	91.12	64.09	17.48	17480.28	24.85	0:29:59.000	399376.14	392048.99	0.000	3545.3	358.75	2:09:04.000	2:00:38.000	253.002	140.070	0.0	-0.01	-2.68	
902	70.02	71.25	70023.59	71254.43	101.758	248.20	250.51	248203.61	250509.62	100.00	70.02	20.78	20783.35	29.17	4:09:54.000	393944.23	396102.46	0.000	3546.3	363.47	14:01:58.000	14:16:46.000	262.697	250.501	0.0	1.23	2.31	
903	71.38	70.24	71383.69	70243.12	98.402	253.23	246.75	253234.02	246754.56	89.71	64.04	17.44	17437.03	24.82	0:29:55.000	401596.00	391205.49	0.000	3545.0	358.31	2:11:17.000	2:00:31.000	280.280	148.092	0.0	-1.14	-6.48	
904	70.34	70.28	70339.86	70280.02	99.915	249.77	246.88	249769.00	246884.70	91.04	64.03	17.47	17465.58	24.85	0:29:58.000	399217.25	391956.76	0.000	3544.7	358.50	2:09:09.000	2:00:35.000	251.644	137.638	0.0	-0.06	-2.88	
905	70.34	70.25	70341.13	70250.87	99.872	249.78	246.79	249780.21	246785.65	91.10	64.08	17.45	17446.16	24.83	0:29:56.000	400044.31	391976.32	0.000	3544.7	358.35	2:09:21.000	2:00:32.000	257.363	137.948	0.0	-0.09	-2.99	
906	70.23	70.23	70227.75	70231.42	100.005	249.38	246.71	249380.09	246711.74	91.19	64.04	17.47	17465.57	24.87	0:29:58.000	399399.54	391867.82	0.000	3544.7	358.25	2:08:56.000	2:00:30.000	253.074	137.638	0.0	0.00	-2.67	
907	70.29	70.25	70291.03	70251.05	99.943	249.60	246.79	249604.15	246788.39	91.18	64.09	17.48	17475.33	24.88	0:29:59.000	399570.05	391977.36	0.000	3544.7	358.35	2:09:02.000	2:00:32.000	248.785	137.603	0.0	-0.04	-2.82	
908	70.25	70.23	70249.86	70232.57	99.975	249.46	246.72	249460.06	246719.66	91.17	64.05	17.44	17436.66	24.83	0:29:55.000	399525.29	391874.24	0.000	3544.7	358.26	2:08:59.000	2:00:30.000	253.074	137.776	0.0	-0.02	-2.74	
909	70.29	70.24	70288.54	70241.24	99.933	249.60	246.76	249597.77	246756.05	91.17	64.08	17.46	17455.88	24.85	0:29:57.000	399114.72	391740.45	0.000	3545.0	358.30	2:09:12.000	2:00:31.000	244.495	148.018	0.0	-0.05	-2.84	
910	70.21	70.20	70207.59	70202.28	99.992	249.31	246.61	249306.08	246614.26	91.18	64.01	17.47	17465.57	24.88	0:29:58.000	399284.87	391705.21	0.000	3544.7	358.11	2:08:56.000	2:00:27.000	257.363	137.741	0.0	-0.01	-2.69	
911	70.24	70.25	70244.06	70250.84	100.010	249.43	246.78	249430.09	246780.34	91.19	64.05	17.48	17485.00	24.89	0:30:00.000	399113.95	391794.00	0.000	3544.7	358.35	2:08:56.000	2:00:32.000	244.495	137.983	0.0	0.01	-2.65	
912	70.29	70.27	70288.02	70270.28	99.975	249.59	246.85	249590.63	246849.65	91.17	64.08	17.47	17465.58	24.85	0:29:58.000	399363.73	391175.20	0.000	3544.7	358.45	2:09:07.000	2:00:34.000	248.785	138.052	0.0	-0.02	-2.74	
