Cycle_ID	Step_ID	Step_Type	Step_Time	Capacity	Capacity_Density	Energy	CmpEngergy	Capacitance	Start_Voltage	End_Voltage	Start_Temperature	End_Temperature	End_Capacity	Charge_Mid-Vol	Discharge_Mid-Vol	DCIR	ChargeCap	DischargeCap	Engy_Chg	Engy_DChg	Net_DischargeCap	Net_Engy_DChg
1583	3164	CCCV_Chg  	2:06:54.000	68.95	68953.36	244.87	244867.82	389995.43	3014.6	3651.1	0.0	0.0	68.95	3590.0	0.0	217.267	68.95	0.00	244.87	0.00	-68.95	-244.87	
1583	3165	CC_DChg  	1:58:17.000	68.96	68958.94	242.31	242306.74	384053.51	3645.5	2999.1	0.0	0.0	68.96	0.0	3542.2	140.175	0.00	68.96	0.00	242.31	68.96	242.31	
1584	3166	CCCV_Chg  	2:06:58.000	68.98	68983.93	244.98	244983.97	390168.33	3014.6	3651.1	0.0	0.0	68.98	3590.0	0.0	221.555	68.98	0.00	244.98	0.00	-68.98	-244.98	
1584	3167	CC_DChg  	1:58:15.000	68.94	68939.56	242.24	242241.55	384480.87	3645.5	3000.0	0.0	0.0	68.94	0.0	3542.2	140.245	0.00	68.94	0.00	242.24	68.94	242.24	
1585	3168	CCCV_Chg  	2:07:18.000	69.02	69018.19	245.10	245103.77	391099.43	3015.8	3651.1	0.0	0.0	69.02	3590.0	0.0	225.843	69.02	0.00	245.10	0.00	-69.02	-245.10	
1585	3169	CC_DChg  	1:58:21.000	69.00	68997.74	242.45	242446.90	384626.60	3645.5	2999.7	0.0	0.0	69.00	0.0	3542.2	140.210	0.00	69.00	0.00	242.45	69.00	242.45	
1586	3170	CCCV_Chg  	2:07:02.000	69.00	68997.37	245.03	245026.73	389876.85	3014.0	3651.1	0.0	0.0	69.00	3590.0	0.0	204.403	69.00	0.00	245.03	0.00	-69.00	-245.03	
1586	3171	CC_DChg  	1:58:19.000	68.98	68978.57	242.38	242379.03	384519.76	3645.5	2999.7	0.0	0.0	68.98	0.0	3542.2	140.210	0.00	68.98	0.00	242.38	68.98	242.38	
1587	3172	CCCV_Chg  	2:07:08.000	68.99	68990.62	245.01	245013.90	390390.18	3015.2	3651.4	0.0	0.0	68.99	3590.0	0.0	221.555	68.99	0.00	245.01	0.00	-68.99	-245.01	
1587	3173	CC_DChg  	1:58:21.000	69.00	68995.11	242.43	242431.61	384254.97	3645.5	2999.1	0.0	0.0	69.00	0.0	3542.2	147.611	0.00	69.00	0.00	242.43	69.00	242.43	
1588	3174	CCCV_Chg  	2:07:04.000	68.99	68987.52	244.99	244989.71	390004.81	3014.3	3651.1	0.0	0.0	68.99	3590.0	0.0	217.267	68.99	0.00	244.99	0.00	-68.99	-244.99	
1588	3175	CC_DChg  	1:58:21.000	69.00	68997.15	242.44	242441.23	384266.31	3645.5	2999.1	0.0	0.0	69.00	0.0	3542.2	140.456	0.00	69.00	0.00	242.44	69.00	242.44	
1589	3176	CCCV_Chg  	2:06:49.000	68.95	68954.86	244.87	244868.05	390003.93	3014.6	3651.1	0.0	0.0	68.95	3590.0	0.0	221.587	68.95	0.00	244.87	0.00	-68.95	-244.87	
1589	3177	CC_DChg  	1:58:14.000	68.93	68928.59	242.20	242196.83	384241.16	3645.5	2999.7	0.0	0.0	68.93	0.0	3541.9	140.210	0.00	68.93	0.00	242.20	68.93	242.20	
1590	3178	CCCV_Chg  	2:07:03.000	68.99	68991.42	245.01	245005.53	390578.86	3015.2	3651.1	0.0	0.0	68.99	3590.0	0.0	221.555	68.99	0.00	245.01	0.00	-68.99	-245.01	
1590	3179	CC_DChg  	1:58:20.000	68.99	68987.64	242.41	242410.49	384570.30	3645.5	2999.7	0.0	0.0	68.99	0.0	3542.2	140.386	0.00	68.99	0.00	242.41	68.99	242.41	
1591	3180	CCCV_Chg  	2:07:12.000	68.99	68986.87	245.00	245000.08	390737.46	3015.5	3651.1	0.0	0.0	68.99	3590.0	0.0	225.843	68.99	0.00	245.00	0.00	-68.99	-245.00	
1591	3181	CC_DChg  	1:58:20.000	68.99	68988.31	242.42	242417.44	384574.03	3645.5	2999.7	0.0	0.0	68.99	0.0	3542.2	140.281	0.00	68.99	0.00	242.42	68.99	242.42	
1592	3182	CCCV_Chg  	2:07:11.000	68.99	68990.59	245.01	245009.52	390389.99	3015.2	3651.4	0.0	0.0	68.99	3590.0	0.0	221.555	68.99	0.00	245.01	0.00	-68.99	-245.01	
1592	3183	CC_DChg  	1:58:19.000	68.98	68978.51	242.38	242381.59	384340.85	3645.5	2999.4	0.0	0.0	68.98	0.0	3542.2	147.611	0.00	68.98	0.00	242.38	68.98	242.38	
1593	3184	CCCV_Chg  	2:07:00.000	68.99	68991.89	245.01	245012.12	390029.55	3014.6	3651.4	0.0	0.0	68.99	3590.0	0.0	217.267	68.99	0.00	245.01	0.00	-68.99	-245.01	
1593	3185	CC_DChg  	1:58:18.000	68.97	68968.89	242.35	242352.57	383752.74	3645.5	2998.5	0.0	0.0	68.97	0.0	3542.2	147.833	0.00	68.97	0.00	242.35	68.97	242.35	
1594	3186	CCCV_Chg  	2:07:09.000	69.01	69006.70	245.06	245060.63	389746.02	3014.0	3651.4	0.0	0.0	69.01	3590.0	0.0	221.555	69.01	0.00	245.06	0.00	-69.01	-245.06	
1594	3187	CC_DChg  	1:58:21.000	69.00	68998.04	242.45	242454.40	384807.06	3645.5	3000.0	0.0	0.0	69.00	0.0	3542.2	147.981	0.00	69.00	0.00	242.45	69.00	242.45	
1595	3188	CCCV_Chg  	2:07:20.000	68.97	68965.39	244.93	244926.23	390800.28	3016.1	3651.4	0.0	0.0	68.97	3590.0	0.0	230.132	68.97	0.00	244.93	0.00	-68.97	-244.93	
1595	3189	CC_DChg  	1:58:19.000	68.98	68978.57	242.38	242382.56	383984.60	3645.5	2998.8	0.0	0.0	68.98	0.0	3542.2	147.870	0.00	68.98	0.00	242.38	68.98	242.38	
1596	3190	CCCV_Chg  	2:07:02.000	68.97	68967.29	244.92	244922.54	389706.87	3014.3	3651.4	0.0	0.0	68.97	3590.0	0.0	221.555	68.97	0.00	244.92	0.00	-68.97	-244.92	
1596	3191	CC_DChg  	1:58:16.000	68.95	68949.35	242.28	242279.68	383821.94	3645.5	2998.8	0.0	0.0	68.95	0.0	3542.2	147.611	0.00	68.95	0.00	242.28	68.95	242.28	
1597	3192	CCCV_Chg  	2:07:08.000	68.97	68970.82	244.93	244932.66	389543.36	3014.0	3651.4	0.0	0.0	68.97	3590.0	0.0	217.267	68.97	0.00	244.93	0.00	-68.97	-244.93	
1597	3193	CC_DChg  	1:58:19.000	68.98	68978.58	242.38	242384.24	384698.51	3645.5	3000.0	0.0	0.0	68.98	0.0	3542.2	147.648	0.00	68.98	0.00	242.38	68.98	242.38	
1598	3194	CCCV_Chg  	2:07:10.000	68.97	68966.21	244.93	244928.18	390620.44	3015.8	3651.4	0.0	0.0	68.97	3590.0	0.0	225.843	68.97	0.00	244.93	0.00	-68.97	-244.93	
1598	3195	CC_DChg  	1:58:13.000	68.92	68920.29	242.18	242183.55	384194.89	3645.5	2999.7	0.0	0.0	68.92	0.0	3542.2	147.685	0.00	68.92	0.00	242.18	68.92	242.18	
1599	3196	CCCV_Chg  	2:07:01.000	68.94	68938.76	244.82	244818.04	390280.74	3015.2	3651.1	0.0	0.0	68.94	3590.0	0.0	221.555	68.94	0.00	244.82	0.00	-68.94	-244.82	
1599	3197	CC_DChg  	1:58:18.000	68.97	68968.90	242.34	242343.91	383752.77	3645.5	2998.5	0.0	0.0	68.97	0.0	3542.2	140.281	0.00	68.97	0.00	242.34	68.97	242.34	
1600	3198	CCCV_Chg  	2:06:52.000	68.94	68942.03	244.83	244832.21	389197.60	3013.7	3651.4	0.0	0.0	68.94	3590.0	0.0	217.267	68.94	0.00	244.83	0.00	-68.94	-244.83	
1600	3199	CC_DChg  	1:58:10.000	68.89	68891.14	242.07	242074.45	384032.36	3645.5	2999.7	0.0	0.0	68.89	0.0	3542.2	147.574	0.00	68.89	0.00	242.07	68.89	242.07	
1601	3200	CCCV_Chg  	2:07:02.000	68.95	68953.85	244.88	244882.64	390366.17	3015.2	3651.1	0.0	0.0	68.95	3590.0	0.0	221.555	68.95	0.00	244.88	0.00	-68.95	-244.88	
1601	3201	CC_DChg  	1:58:12.000	68.91	68910.53	242.15	242147.00	384318.99	3645.5	3000.0	0.0	0.0	68.91	0.0	3542.2	140.281	0.00	68.91	0.00	242.15	68.91	242.15	
1602	3202	CCCV_Chg  	2:06:55.000	68.93	68928.27	244.79	244788.02	390589.94	3015.8	3651.1	0.0	0.0	68.93	3590.0	0.0	225.843	68.93	0.00	244.79	0.00	-68.93	-244.79	
1602	3203	CC_DChg  	1:58:16.000	68.95	68949.36	242.27	242273.40	384000.15	3645.5	2999.1	0.0	0.0	68.95	0.0	3542.2	140.140	0.00	68.95	0.00	242.27	68.95	242.27	
1603	3204	CCCV_Chg  	2:06:44.000	68.94	68938.61	244.82	244817.35	389361.45	3014.0	3651.4	0.0	0.0	68.94	3590.0	0.0	212.979	68.94	0.00	244.82	0.00	-68.94	-244.82	
1603	3205	CC_DChg  	1:58:14.000	68.93	68929.90	242.21	242208.39	383713.67	3645.5	2998.8	0.0	0.0	68.93	0.0	3541.9	147.870	0.00	68.93	0.00	242.21	68.93	242.21	
1604	3206	CC_Chg  	13:44:57.000	68.61	68608.34	243.19	243190.84	384121.35	3007.1	3650.1	0.0	0.0	68.61	3580.4	0.0	207.656	68.61	0.00	243.19	0.00	-68.61	-243.19	
1604	3207	CC_DChg  	13:58:36.000	69.74	69743.57	245.24	245244.89	387703.58	3647.6	3000.0	0.0	0.0	69.74	0.0	3546.6	250.501	0.00	69.74	0.00	245.24	69.74	245.24	
1605	3208	CCCV_Chg  	2:08:29.000	69.93	69933.89	248.12	248121.59	392825.75	3010.2	3651.1	0.0	0.0	69.93	3587.2	0.0	255.191	69.93	0.00	248.12	0.00	-69.93	-248.12	
1605	3209	CC_DChg  	1:58:14.000	68.93	68928.30	242.19	242191.24	384239.53	3645.5	2999.7	0.0	0.0	68.93	0.0	3541.9	140.140	0.00	68.93	0.00	242.19	68.93	242.19	
1606	3210	CCCV_Chg  	2:07:27.000	69.06	69062.97	245.25	245250.51	390983.93	3015.2	3651.1	0.0	0.0	69.06	3590.0	0.0	221.555	69.06	0.00	245.25	0.00	-69.06	-245.25	
1606	3211	CC_DChg  	1:58:14.000	68.93	68926.21	242.19	242189.69	383871.24	3645.5	2999.1	0.0	0.0	68.93	0.0	3542.2	140.175	0.00	68.93	0.00	242.19	68.93	242.19	
1607	3212	CCCV_Chg  	2:07:33.000	69.03	69033.16	245.15	245150.22	390446.80	3014.6	3651.1	0.0	0.0	69.03	3590.0	0.0	221.587	69.03	0.00	245.15	0.00	-69.03	-245.15	
1607	3213	CC_DChg  	1:58:17.000	68.96	68957.62	242.31	242307.06	384402.97	3645.5	2999.7	0.0	0.0	68.96	0.0	3542.2	140.070	0.00	68.96	0.00	242.31	68.96	242.31	
1608	3214	CCCV_Chg  	2:07:16.000	68.98	68980.41	244.97	244965.70	390516.54	3015.2	3651.1	0.0	0.0	68.98	3590.0	0.0	221.555	68.98	0.00	244.97	0.00	-68.98	-244.97	
1608	3215	CC_DChg  	1:58:18.000	68.97	68967.92	242.34	242341.17	384281.84	3645.5	2999.4	0.0	0.0	68.97	0.0	3542.2	140.527	0.00	68.97	0.00	242.34	68.97	242.34	
1609	3216	CCCV_Chg  	2:07:08.000	68.94	68937.16	244.81	244809.07	389720.12	3014.3	3651.1	0.0	0.0	68.94	3590.0	0.0	212.979	68.94	0.00	244.81	0.00	-68.94	-244.81	
1609	3217	CC_DChg  	1:58:13.000	68.92	68920.00	242.17	242170.11	384014.86	3645.5	2999.4	0.0	0.0	68.92	0.0	3542.2	140.105	0.00	68.92	0.00	242.17	68.92	242.17	
1610	3218	CCCV_Chg  	2:07:19.000	68.97	68966.30	244.92	244922.46	389884.88	3014.6	3651.4	0.0	0.0	68.97	3590.0	0.0	217.267	68.97	0.00	244.92	0.00	-68.97	-244.92	
1610	3219	CC_DChg  	1:58:20.000	68.99	68988.24	242.42	242422.71	384752.39	3645.5	3000.0	0.0	0.0	68.99	0.0	3542.2	148.167	0.00	68.99	0.00	242.42	68.99	242.42	
1611	3220	CCCV_Chg  	2:07:09.000	68.97	68965.20	244.91	244910.67	390430.45	3015.2	3651.1	0.0	0.0	68.97	3590.0	0.0	217.298	68.97	0.00	244.91	0.00	-68.97	-244.91	
1611	3221	CC_DChg  	1:58:15.000	68.92	68922.97	242.18	242180.76	384209.82	3645.5	2999.7	0.0	0.0	68.92	0.0	3541.9	140.245	0.00	68.92	0.00	242.18	68.92	242.18	
1612	3222	CCCV_Chg  	2:07:11.000	68.97	68970.71	244.93	244927.92	390461.66	3015.2	3651.1	0.0	0.0	68.97	3590.0	0.0	221.619	68.97	0.00	244.93	0.00	-68.97	-244.93	
1612	3223	CC_DChg  	1:58:14.000	68.91	68911.44	242.13	242131.37	384324.04	3645.5	3000.0	0.0	0.0	68.91	0.0	3541.9	140.421	0.00	68.91	0.00	242.13	68.91	242.13	
1613	3224	CCCV_Chg  	2:06:47.000	68.88	68879.31	244.60	244599.74	389944.19	3015.2	3651.1	0.0	0.0	68.88	3590.0	0.0	217.329	68.88	0.00	244.60	0.00	-68.88	-244.60	
1613	3225	CC_DChg  	1:58:09.000	68.86	68862.77	241.97	241967.85	384052.64	3645.2	2999.7	0.0	0.0	68.86	0.0	3541.6	147.611	0.00	68.86	0.00	241.97	68.86	241.97	
1614	3226	CCCV_Chg  	2:06:49.000	68.89	68885.77	244.62	244624.24	390164.85	3015.5	3651.1	0.0	0.0	68.89	3590.0	0.0	225.908	68.89	0.00	244.62	0.00	-68.89	-244.62	
1614	3227	CC_DChg  	1:58:08.000	68.85	68854.78	241.94	241937.27	384008.07	3645.2	2999.7	0.0	0.0	68.85	0.0	3541.9	147.685	0.00	68.85	0.00	241.94	68.85	241.94	
1615	3228	CCCV_Chg  	2:06:57.000	68.91	68910.55	244.71	244712.26	390121.06	3015.2	3651.1	0.0	0.0	68.91	3590.0	0.0	221.619	68.91	0.00	244.71	0.00	-68.91	-244.71	
1615	3229	CC_DChg  	1:58:15.000	68.92	68921.59	242.16	242163.72	383667.43	3645.2	2998.5	0.0	0.0	68.92	0.0	3541.9	147.759	0.00	68.92	0.00	242.16	68.92	242.16	
1616	3230	CCCV_Chg  	2:06:44.000	68.93	68925.11	244.76	244757.80	389896.89	3014.3	3650.7	0.0	0.0	68.93	3590.0	0.0	225.908	68.93	0.00	244.76	0.00	-68.93	-244.76	
1616	3231	CC_DChg  	1:58:10.000	68.87	68873.14	241.99	241992.05	383753.75	3645.5	2999.4	0.0	0.0	68.87	0.0	3541.9	130.130	0.00	68.87	0.00	241.99	68.87	241.99	
1617	3232	CCCV_Chg  	2:07:04.000	68.91	68911.93	244.72	244717.00	389761.13	3014.6	3651.1	0.0	0.0	68.91	3590.0	0.0	217.298	68.91	0.00	244.72	0.00	-68.91	-244.72	
1617	3233	CC_DChg  	1:58:14.000	68.91	68912.49	242.14	242135.81	384508.62	3645.2	3000.0	0.0	0.0	68.91	0.0	3541.9	147.796	0.00	68.91	0.00	242.14	68.91	242.14	
1618	3234	CCCV_Chg  	2:06:59.000	68.94	68935.67	244.80	244803.89	390263.28	3015.2	3651.1	0.0	0.0	68.94	3590.0	0.0	217.329	68.94	0.00	244.80	0.00	-68.94	-244.80	
1618	3235	CC_DChg  	1:58:11.000	68.89	68886.05	242.04	242043.05	383825.71	3645.5	2999.4	0.0	0.0	68.89	0.0	3541.9	140.175	0.00	68.89	0.00	242.04	68.89	242.04	
1619	3236	CCCV_Chg  	2:07:09.000	68.95	68947.53	244.84	244841.71	390330.41	3015.2	3651.1	0.0	0.0	68.95	3590.0	0.0	225.908	68.95	0.00	244.84	0.00	-68.95	-244.84	
1619	3237	CC_DChg  	1:58:18.000	68.95	68951.76	242.27	242271.51	384191.80	3645.5	2999.4	0.0	0.0	68.95	0.0	3542.2	140.175	0.00	68.95	0.00	242.27	68.95	242.27	
1620	3238	CCCV_Chg  	2:07:04.000	68.94	68938.65	244.81	244808.24	389361.69	3013.7	3651.1	0.0	0.0	68.94	3590.0	0.0	204.461	68.94	0.00	244.81	0.00	-68.94	-244.81	
1620	3239	CC_DChg  	1:58:11.000	68.88	68882.89	242.03	242030.40	383986.37	3645.2	2999.4	0.0	0.0	68.88	0.0	3541.9	147.722	0.00	68.88	0.00	242.03	68.88	242.03	
1621	3240	CCCV_Chg  	2:07:16.000	68.94	68942.02	244.82	244824.01	390299.25	3015.2	3651.1	0.0	0.0	68.94	3590.0	0.0	225.908	68.94	0.00	244.82	0.00	-68.94	-244.82	
1621	3241	CC_DChg  	1:58:16.000	68.93	68930.47	242.20	242198.95	383894.94	3645.5	2999.1	0.0	0.0	68.93	0.0	3541.9	140.492	0.00	68.93	0.00	242.20	68.93	242.20	
1622	3242	CCCV_Chg  	2:07:08.000	68.95	68945.84	244.84	244835.23	390136.77	3014.9	3651.1	0.0	0.0	68.95	3590.0	0.0	225.908	68.95	0.00	244.84	0.00	-68.95	-244.84	
1622	3243	CC_DChg  	1:58:14.000	68.91	68913.53	242.14	242140.92	383622.55	3645.5	2998.8	0.0	0.0	68.91	0.0	3541.9	140.210	0.00	68.91	0.00	242.14	68.91	242.14	
1623	3244	CCCV_Chg  	2:07:08.000	68.95	68945.72	244.83	244828.44	389585.01	3014.0	3651.1	0.0	0.0	68.95	3590.0	0.0	217.329	68.95	0.00	244.83	0.00	-68.95	-244.83	
1623	3245	CC_DChg  	1:58:12.000	68.89	68892.06	242.07	242067.01	384394.61	3645.2	3000.0	0.0	0.0	68.89	0.0	3541.9	147.833	0.00	68.89	0.00	242.07	68.89	242.07	
1624	3246	CCCV_Chg  	2:07:03.000	68.93	68929.34	244.78	244779.85	390473.08	3015.2	3650.7	0.0	0.0	68.93	3590.0	0.0	217.329	68.93	0.00	244.78	0.00	-68.93	-244.78	
1624	3247	CC_DChg  	1:58:17.000	68.94	68940.68	242.24	242236.47	383951.83	3645.5	2999.1	0.0	0.0	68.94	0.0	3541.9	130.555	0.00	68.94	0.00	242.24	68.94	242.24	
1625	3248	CCCV_Chg  	2:06:49.000	68.90	68904.41	244.69	244694.53	389718.60	3014.6	3651.1	0.0	0.0	68.90	3590.0	0.0	221.619	68.90	0.00	244.69	0.00	-68.90	-244.69	
1625	3249	CC_DChg  	1:58:13.000	68.91	68907.00	242.12	242118.92	383942.42	3645.5	2999.4	0.0	0.0	68.91	0.0	3541.9	140.210	0.00	68.91	0.00	242.12	68.91	242.12	
1626	3250	CCCV_Chg  	2:07:04.000	68.93	68926.08	244.77	244769.26	390393.14	3015.5	3651.1	0.0	0.0	68.93	3590.0	0.0	230.197	68.93	0.00	244.77	0.00	-68.93	-244.77	
1626	3251	CC_DChg  	1:58:16.000	68.94	68936.61	242.22	242223.71	383929.12	3645.5	2999.1	0.0	0.0	68.94	0.0	3541.9	140.140	0.00	68.94	0.00	242.22	68.94	242.22	
1627	3252	CCCV_Chg  	2:07:11.000	68.95	68946.01	244.84	244841.85	390137.72	3014.9	3651.1	0.0	0.0	68.95	3590.0	0.0	225.908	68.95	0.00	244.84	0.00	-68.95	-244.84	
1627	3253	CC_DChg  	1:58:14.000	68.92	68922.43	242.18	242181.04	384385.34	3645.5	3000.0	0.0	0.0	68.92	0.0	3542.2	140.351	0.00	68.92	0.00	242.18	68.92	242.18	
1628	3254	CCCV_Chg  	2:07:04.000	68.93	68930.82	244.79	244787.01	390235.79	3015.5	3651.4	0.0	0.0	68.93	3590.0	0.0	221.587	68.93	0.00	244.79	0.00	-68.93	-244.79	
1628	3255	CC_DChg  	1:58:13.000	68.91	68914.87	242.15	242151.46	383808.04	3645.5	2999.1	0.0	0.0	68.91	0.0	3542.2	147.611	0.00	68.91	0.00	242.15	68.91	242.15	
1629	3256	CCCV_Chg  	2:07:06.000	68.90	68897.77	244.67	244668.24	389497.46	3014.3	3651.1	0.0	0.0	68.90	3590.0	0.0	217.329	68.90	0.00	244.67	0.00	-68.90	-244.67	
1629	3257	CC_DChg  	1:58:09.000	68.87	68867.88	241.99	241987.29	384081.15	3645.5	3000.0	0.0	0.0	68.87	0.0	3541.9	140.140	0.00	68.87	0.00	241.99	68.87	241.99	
1630	3258	CCCV_Chg  	2:07:09.000	68.91	68906.21	244.70	244700.79	390096.49	3015.2	3651.1	0.0	0.0	68.91	3590.0	0.0	217.329	68.91	0.00	244.70	0.00	-68.91	-244.70	
1630	3259	CC_DChg  	1:58:13.000	68.90	68904.85	242.11	242108.10	383930.46	3645.5	2999.4	0.0	0.0	68.90	0.0	3541.9	140.210	0.00	68.90	0.00	242.11	68.90	242.11	
1631	3260	CCCV_Chg  	2:07:13.000	68.96	68956.08	244.88	244878.09	390194.73	3014.9	3651.1	0.0	0.0	68.96	3590.0	0.0	221.619	68.96	0.00	244.88	0.00	-68.96	-244.88	
1631	3261	CC_DChg  	1:58:15.000	68.92	68923.62	242.18	242181.40	384213.44	3645.5	2999.7	0.0	0.0	68.92	0.0	3541.9	140.351	0.00	68.92	0.00	242.18	68.92	242.18	
1632	3262	CCCV_Chg  	2:07:10.000	68.93	68930.54	244.78	244784.85	390418.39	3015.5	3651.1	0.0	0.0	68.93	3590.0	0.0	225.908	68.93	0.00	244.78	0.00	-68.93	-244.78	
1632	3263	CC_DChg  	1:58:14.000	68.92	68918.96	242.16	242159.19	384187.46	3645.5	2999.7	0.0	0.0	68.92	0.0	3541.9	140.562	0.00	68.92	0.00	242.16	68.92	242.16	
1633	3264	CCCV_Chg  	2:06:58.000	68.89	68890.30	244.64	244641.43	389271.84	3014.0	3651.1	0.0	0.0	68.89	3590.0	0.0	204.461	68.89	0.00	244.64	0.00	-68.89	-244.64	
1633	3265	CC_DChg  	1:58:15.000	68.93	68927.46	242.20	242196.78	384234.86	3645.5	2999.7	0.0	0.0	68.93	0.0	3541.9	140.175	0.00	68.93	0.00	242.20	68.93	242.20	
1634	3266	CCCV_Chg  	2:06:55.000	68.89	68888.98	244.64	244643.38	390182.99	3015.5	3651.1	0.0	0.0	68.89	3590.0	0.0	225.843	68.89	0.00	244.64	0.00	-68.89	-244.64	
1634	3267	CC_DChg  	1:58:14.000	68.92	68917.07	242.15	242152.61	383998.51	3645.5	2999.4	0.0	0.0	68.92	0.0	3541.9	140.245	0.00	68.92	0.00	242.15	68.92	242.15	
1635	3268	CCCV_Chg  	2:06:56.000	68.87	68873.24	244.58	244576.45	388992.27	3014.0	3651.4	0.0	0.0	68.87	3590.0	0.0	208.750	68.87	0.00	244.58	0.00	-68.87	-244.58	
1635	3269	CC_DChg  	1:58:08.000	68.86	68855.90	241.93	241932.47	384014.33	3645.5	3000.0	0.0	0.0	68.86	0.0	3541.9	147.722	0.00	68.86	0.00	241.93	68.86	241.93	
1636	3270	CCCV_Chg  	2:06:55.000	68.89	68885.75	244.63	244625.04	390164.71	3015.5	3651.1	0.0	0.0	68.89	3590.0	0.0	221.587	68.89	0.00	244.63	0.00	-68.89	-244.63	
1636	3271	CC_DChg  	1:58:10.000	68.87	68874.96	242.01	242007.85	384120.59	3645.5	3000.0	0.0	0.0	68.87	0.0	3541.9	140.140	0.00	68.87	0.00	242.01	68.87	242.01	
1637	3272	CCCV_Chg  	2:06:49.000	68.91	68909.53	244.71	244708.63	390115.29	3015.2	3651.1	0.0	0.0	68.91	3590.0	0.0	217.298	68.91	0.00	244.71	0.00	-68.91	-244.71	
1637	3273	CC_DChg  	1:58:11.000	68.89	68885.61	242.05	242045.69	384179.98	3645.5	3000.0	0.0	0.0	68.89	0.0	3541.9	140.175	0.00	68.89	0.00	242.05	68.89	242.05	
1638	3274	CCCV_Chg  	2:07:05.000	68.94	68936.88	244.81	244805.46	390270.09	3015.2	3651.1	0.0	0.0	68.94	3590.0	0.0	217.329	68.94	0.00	244.81	0.00	-68.94	-244.81	
1638	3275	CC_DChg  	1:58:13.000	68.91	68906.50	242.11	242113.92	383405.58	3645.5	2998.5	0.0	0.0	68.91	0.0	3541.9	140.845	0.00	68.91	0.00	242.11	68.91	242.11	
1639	3276	CCCV_Chg  	2:07:17.000	68.94	68937.16	244.80	244802.90	389536.59	3014.0	3651.1	0.0	0.0	68.94	3590.0	0.0	221.619	68.94	0.00	244.80	0.00	-68.94	-244.80	
1639	3277	CC_DChg  	1:58:11.000	68.88	68883.40	242.04	242037.26	383810.91	3645.5	2999.4	0.0	0.0	68.88	0.0	3541.9	140.175	0.00	68.88	0.00	242.04	68.88	242.04	
1640	3278	CCCV_Chg  	2:07:21.000	68.95	68948.02	244.85	244848.45	389965.26	3014.6	3651.1	0.0	0.0	68.95	3590.0	0.0	217.329	68.95	0.00	244.85	0.00	-68.95	-244.85	
1640	3279	CC_DChg  	1:58:12.000	68.89	68893.09	242.07	242072.89	383864.94	3645.5	2999.4	0.0	0.0	68.89	0.0	3541.9	140.105	0.00	68.89	0.00	242.07	68.89	242.07	
1641	3280	CCCV_Chg  	2:06:46.000	68.89	68885.51	244.63	244625.42	389979.30	3015.2	3651.1	0.0	0.0	68.89	3590.0	0.0	225.908	68.89	0.00	244.63	0.00	-68.89	-244.63	
1641	3281	CC_DChg  	1:58:14.000	68.91	68911.64	242.13	242128.78	383434.16	3645.5	2998.5	0.0	0.0	68.91	0.0	3541.9	140.210	0.00	68.91	0.00	242.13	68.91	242.13	
1642	3282	CCCV_Chg  	2:07:04.000	68.92	68921.49	244.75	244753.96	389448.06	3014.0	3651.1	0.0	0.0	68.92	3590.0	0.0	221.619	68.92	0.00	244.75	0.00	-68.92	-244.75	
1642	3283	CC_DChg  	1:58:12.000	68.89	68892.40	242.07	242071.92	384039.41	3645.5	2999.7	0.0	0.0	68.89	0.0	3541.9	140.210	0.00	68.89	0.00	242.07	68.89	242.07	
1643	3284	CCCV_Chg  	2:07:06.000	68.93	68928.55	244.78	244778.48	390407.14	3015.5	3651.1	0.0	0.0	68.93	3590.0	0.0	225.876	68.93	0.00	244.78	0.00	-68.93	-244.78	
1643	3285	CC_DChg  	1:58:15.000	68.92	68923.04	242.18	242182.66	384388.74	3645.5	3000.0	0.0	0.0	68.92	0.0	3541.9	140.492	0.00	68.92	0.00	242.18	68.92	242.18	
1644	3286	CCCV_Chg  	2:06:35.000	68.89	68887.54	244.63	244630.16	390359.12	3015.8	3651.1	0.0	0.0	68.89	3590.0	0.0	225.908	68.89	0.00	244.63	0.00	-68.89	-244.63	
1644	3287	CC_DChg  	1:58:07.000	68.85	68846.39	241.90	241904.80	383426.67	3645.5	2999.1	0.0	0.0	68.85	0.0	3541.9	140.105	0.00	68.85	0.00	241.90	68.85	241.90	
1645	3288	CCCV_Chg  	2:07:13.000	68.93	68930.10	244.79	244787.52	389863.88	3014.6	3651.1	0.0	0.0	68.93	3590.0	0.0	221.587	68.93	0.00	244.79	0.00	-68.93	-244.79	
1645	3289	CC_DChg  	1:58:14.000	68.92	68919.71	242.17	242166.61	384013.25	3645.5	2999.4	0.0	0.0	68.92	0.0	3541.9	140.527	0.00	68.92	0.00	242.17	68.92	242.17	
1646	3290	CCCV_Chg  	2:07:11.000	68.95	68946.26	244.85	244846.73	389588.01	3014.0	3651.1	0.0	0.0	68.95	3590.0	0.0	208.750	68.95	0.00	244.85	0.00	-68.95	-244.85	
1646	3291	CC_DChg  	1:58:14.000	68.92	68917.53	242.16	242161.28	383644.81	3645.5	2998.8	0.0	0.0	68.92	0.0	3541.9	140.175	0.00	68.92	0.00	242.16	68.92	242.16	
1647	3292	CCCV_Chg  	2:06:47.000	68.89	68894.72	244.65	244650.79	389296.78	3014.0	3651.1	0.0	0.0	68.89	3590.0	0.0	217.298	68.89	0.00	244.65	0.00	-68.89	-244.65	
